order_id,return_date,return_quantity,reason_returned
CA-2019-837785,2019-07-10,1,Not Needed
CA-2019-838268,2019-04-11,1,Wrong Color
CA-2019-842011,2019-12-26,1,Not Given
CA-2019-843182,2019-08-01,1,Wrong Item
CA-2019-844897,2019-02-15,1,Not Needed
CA-2019-846843,2019-08-23,1,Not Given
CA-2019-848156,2019-09-10,1,Not Needed
CA-2019-8493,2019-03-22,1,Not Given
CA-2019-851869,2019-01-18,1,Not Given
CA-2019-852412,2019-09-23,1,Not Given
CA-2019-853842,2019-11-24,1,Not Given
CA-2019-855334,2019-04-01,1,Wrong Item
CA-2019-858543,2019-05-26,1,Wrong Item
CA-2019-859852,2019-12-01,1,Not Given
CA-2019-86171,2019-09-21,1,Not Given
CA-2019-862885,2019-12-10,1,Not Given
CA-2019-863447,2019-04-04,1,Wrong Item
CA-2019-864381,2019-11-08,1,Not Given
CA-2019-865046,2019-12-20,1,Not Given
CA-2019-865118,2019-09-04,1,Wrong Color
CA-2019-866167,2019-12-05,1,Not Given
CA-2019-866682,2019-11-01,1,Wrong Item
CA-2019-868016,2020-01-12,1,Wrong Item
CA-2019-868646,2019-05-28,1,Wrong Item
CA-2019-868957,2019-12-24,1,Wrong Item
CA-2019-869582,2019-06-18,1,Wrong Item
CA-2019-871776,2019-11-29,1,Wrong Item
CA-2019-872301,2019-06-02,1,Wrong Item
CA-2019-872586,2020-01-10,1,Not Given
CA-2019-872912,2019-06-17,1,Wrong Item
CA-2019-874384,2019-08-10,1,Not Needed
CA-2019-874535,2019-02-03,1,Not Needed
CA-2019-876533,2019-10-31,1,Not Given
CA-2019-876662,2019-11-17,1,Not Given
CA-2019-877506,2019-11-13,1,Not Needed
CA-2019-878890,2020-01-14,1,Not Given
CA-2019-88021,2019-03-12,1,Wrong Item
CA-2019-880422,2019-10-08,1,Wrong Item
CA-2019-880967,2019-10-20,1,Not Given
CA-2019-881046,2019-09-10,1,Wrong Item
CA-2019-881330,2019-06-27,1,Not Given
CA-2019-881476,2019-12-16,1,Wrong Color
CA-2019-881542,2019-08-19,1,Wrong Item
CA-2019-881680,2019-06-11,1,Wrong Item
CA-2019-882452,2019-12-08,1,Not Needed
CA-2019-883233,2019-12-29,1,Wrong Color
CA-2019-884573,2019-10-19,1,Wrong Item
CA-2019-885922,2019-02-05,2,Not Needed
CA-2019-886623,2019-09-16,1,Not Given
CA-2019-888174,2020-01-15,1,Not Given
CA-2019-888330,2019-07-03,1,Wrong Item
CA-2019-889106,2019-02-14,1,Wrong Item
CA-2019-889920,2020-01-05,1,Not Given
CA-2019-894508,2019-12-23,1,Wrong Color
CA-2019-895067,2019-07-12,1,Wrong Color
CA-2019-895512,2019-09-15,1,Wrong Color
CA-2019-89660,2019-06-08,1,Wrong Item
CA-2019-899464,2020-01-04,1,Wrong Item
CA-2019-899809,2019-07-12,1,Wrong Item
CA-2019-904751,2019-12-27,1,Wrong Item
CA-2019-908569,2019-12-22,2,Not Given
CA-2019-909188,2019-11-05,1,Wrong Item
CA-2019-911182,2019-12-27,1,Wrong Item
CA-2019-911338,2019-11-12,1,Not Needed
CA-2019-911716,2019-10-01,1,Wrong Item
CA-2019-912776,2019-11-29,1,Wrong Color
CA-2019-915250,2019-09-26,1,Not Given
CA-2019-91606,2020-01-03,1,Wrong Color
CA-2019-920290,2019-08-10,1,Not Given
CA-2019-920484,2019-02-03,1,Wrong Item
CA-2019-921517,2019-02-01,1,Not Given
CA-2019-921578,2019-09-06,1,Not Given
CA-2019-921787,2019-04-01,1,Wrong Item
CA-2019-923197,2019-10-30,1,Wrong Item
CA-2019-92340,2019-10-06,1,Wrong Item
CA-2019-926619,2019-04-09,1,Wrong Color
CA-2019-926799,2019-05-25,1,Not Given
CA-2019-926809,2019-03-31,1,Wrong Item
CA-2019-927506,2019-10-12,1,Wrong Color
CA-2019-929216,2019-06-07,1,Wrong Item
CA-2019-932311,2019-03-10,1,Not Given
CA-2019-933707,2020-01-26,1,Not Given
CA-2019-934608,2019-09-09,1,Not Given
CA-2019-93649,2019-10-18,1,Not Given
CA-2019-939033,2019-11-21,1,Not Given
CA-2019-943696,2019-11-30,1,Not Given
CA-2019-944785,2019-01-30,1,Wrong Item
CA-2019-945626,2019-07-23,1,Not Given
CA-2019-946099,2019-04-21,1,Not Given
CA-2019-946126,2019-12-15,1,Not Needed
CA-2019-946969,2019-11-08,1,Not Given
CA-2019-947579,2019-04-19,1,Wrong Item
CA-2019-949310,2019-09-24,1,Not Given
CA-2019-949681,2019-09-18,1,Not Given
CA-2019-951092,2020-01-04,1,Not Needed
CA-2019-954289,2019-10-03,1,Not Given
CA-2019-957382,2019-06-24,1,Not Given
CA-2019-959069,2019-07-18,1,Not Needed
CA-2019-960905,2019-10-24,1,Wrong Item
CA-2019-962239,2019-04-01,1,Wrong Color
CA-2019-96390,2019-06-02,1,Wrong Item
CA-2019-964181,2019-04-24,1,Wrong Item
CA-2019-968433,2019-12-27,1,Not Needed
CA-2019-968828,2019-02-08,1,Wrong Item
CA-2019-969067,2019-09-17,1,Not Given
CA-2019-969366,2019-08-21,1,Wrong Item
CA-2019-971251,2019-12-13,1,Not Given
CA-2019-97238,2019-10-05,1,Not Given
CA-2019-976125,2019-02-11,1,Wrong Color
CA-2019-976498,2019-09-07,1,Not Given
CA-2019-977486,2019-04-18,1,Wrong Item
CA-2019-978629,2019-10-10,1,Not Given
CA-2019-978992,2019-10-12,1,Not Given
CA-2019-979034,2019-02-13,1,Not Given
CA-2019-97980,2019-12-07,1,Not Given
CA-2019-982299,2019-11-30,1,Wrong Color
CA-2019-983026,2020-01-05,1,Not Given
CA-2019-983096,2019-12-07,1,Wrong Item
CA-2019-983534,2019-09-24,1,Wrong Color
CA-2019-988578,2020-01-12,1,Not Given
CA-2019-989423,2019-10-15,1,Wrong Color
CA-2019-992537,2019-05-25,1,Wrong Item
CA-2019-993529,2019-12-06,1,Wrong Color
CA-2019-994489,2019-10-17,1,Wrong Item
CA-2019-995034,2019-09-23,1,Not Given
CA-2019-997428,2019-04-14,1,Not Needed
CA-2019-999062,2019-03-21,1,Wrong Color
CA-2020-1011131,2020-02-05,1,Not Given
CA-2020-1065839,2020-02-06,1,Not Given
CA-2020-1093685,2020-01-11,1,Not Given
CA-2020-1111738,2020-01-28,1,Wrong Color
CA-2020-1137139,2020-01-11,1,Wrong Color
CA-2020-115891,2020-01-27,1,Wrong Color
CA-2020-1325021,2020-01-19,1,Not Needed
CA-2020-1332099,2020-01-17,1,Not Given
CA-2020-1333364,2020-01-31,1,Wrong Item
CA-2020-1333904,2020-02-14,1,Not Given
CA-2020-1333990,2020-02-06,1,Not Given
CA-2020-1361160,2020-02-15,1,Wrong Item
CA-2020-1375244,2020-01-11,2,Not Given
CA-2020-141610,2020-02-04,1,Wrong Color
CA-2020-1435867,2020-01-14,1,Wrong Color
CA-2020-1459930,2020-02-02,1,Not Given
CA-2020-1492619,2020-01-20,1,Not Needed
CA-2020-1509327,2020-01-24,1,Not Needed
CA-2020-1516501,2020-01-28,1,Not Given
CA-2020-15353,2020-01-10,1,Not Given
CA-2020-1543851,2020-02-15,1,Not Given
CA-2020-1579823,2020-01-20,1,Not Needed
CA-2020-1583400,2020-02-02,1,Not Given
CA-2020-1665395,2020-02-03,1,Wrong Item
CA-2020-1679211,2020-01-29,2,Not Given
CA-2020-1691158,2020-01-08,1,Wrong Item
CA-2020-1695178,2020-01-14,1,Wrong Color
CA-2020-1707482,2020-01-27,1,Not Needed
CA-2020-1736670,2020-01-13,1,Not Given
CA-2020-1750375,2020-01-25,1,Wrong Item
CA-2020-1802895,2020-01-27,1,Not Needed
CA-2020-1816766,2020-01-15,2,Not Given
CA-2020-18338,2020-02-08,1,Not Given
CA-2020-193056,2020-01-29,1,Wrong Item
CA-2020-1954260,2020-01-21,2,Not Given
CA-2020-2037977,2020-01-21,1,Not Given
CA-2020-2049959,2020-01-16,1,Wrong Item
CA-2020-2089460,2020-01-22,1,Not Given
CA-2020-2089901,2020-01-22,1,Not Needed
CA-2020-2135664,2020-01-31,1,Not Given
CA-2020-2186351,2020-02-02,2,Not Given
CA-2020-2193830,2020-02-13,1,Not Needed
CA-2020-2210699,2020-01-31,1,Not Needed
CA-2020-2232217,2020-01-22,1,Not Given
CA-2020-2244263,2020-01-24,1,Not Given
CA-2020-2252857,2020-01-26,1,Not Given
CA-2020-2266352,2020-02-04,1,Wrong Item
CA-2020-2295441,2020-01-26,1,Wrong Color
CA-2020-2317283,2020-02-17,1,Wrong Item
CA-2020-2336755,2020-01-21,2,Not Given
CA-2020-2340041,2020-02-15,1,Not Given
CA-2020-2359494,2020-01-22,1,Not Needed
CA-2020-2407360,2020-02-18,1,Wrong Item
CA-2020-2415609,2020-02-16,1,Not Given
CA-2020-2426567,2020-01-31,1,Not Needed
CA-2020-243936,2020-01-19,1,Not Given
CA-2020-2510644,2020-02-04,1,Not Needed
CA-2020-2557485,2020-02-04,1,Not Given
CA-2020-2593846,2020-01-25,1,Not Needed
CA-2020-2665430,2020-01-30,1,Not Given
CA-2020-2672419,2020-01-16,1,Not Needed
CA-2020-2701658,2020-02-09,1,Not Given
CA-2020-2732486,2020-01-11,1,Not Given
CA-2020-2736329,2020-02-07,1,Wrong Color
CA-2020-2742697,2020-02-05,1,Not Given
CA-2020-2806845,2020-01-27,1,Not Given
CA-2020-2812130,2020-02-04,1,Not Given
CA-2020-2855121,2020-01-29,1,Not Given
CA-2020-2871217,2020-01-14,1,Not Given
CA-2020-2874073,2020-01-20,1,Not Given
CA-2020-2892546,2020-02-13,1,Not Needed
CA-2020-2902084,2020-01-26,1,Not Needed
CA-2020-2907787,2020-02-01,1,Wrong Item
CA-2020-2929340,2020-01-13,1,Not Given
CA-2020-2934570,2020-01-11,1,Wrong Item
CA-2020-2986564,2020-01-17,1,Not Given
CA-2020-3001209,2020-01-31,1,Wrong Item
CA-2020-3044396,2020-02-11,1,Not Given
CA-2020-3055632,2020-01-30,1,Wrong Item
CA-2020-3101647,2020-01-21,1,Wrong Item
CA-2020-3108261,2020-01-24,1,Wrong Item
CA-2020-3157880,2020-02-04,1,Not Needed
CA-2020-3174987,2020-01-15,1,Wrong Color
CA-2020-3190079,2020-01-20,1,Not Given
CA-2020-3208158,2020-01-22,1,Not Given
CA-2020-3230879,2020-01-19,2,Not Given
CA-2020-3302053,2020-01-07,1,Wrong Item
CA-2020-3303448,2020-02-05,1,Not Needed
CA-2020-3348315,2020-02-04,1,Not Given
CA-2020-3393106,2020-01-29,1,Not Given
CA-2020-3398340,2020-01-27,1,Not Given
CA-2020-3413331,2020-01-18,1,Not Given
CA-2020-3428346,2020-02-03,1,Wrong Color
CA-2020-3443647,2020-01-27,1,Wrong Color
CA-2020-350513,2020-01-31,1,Wrong Item
CA-2020-3522671,2020-02-11,1,Not Given
CA-2020-3563472,2020-01-27,1,Not Given
CA-2020-3575909,2020-02-03,1,Not Given
CA-2020-3614332,2020-01-27,2,Not Given
CA-2020-3643712,2020-01-15,1,Wrong Item
CA-2020-364771,2020-01-09,1,Not Given
CA-2020-3651725,2020-02-09,1,Not Given
CA-2020-3654166,2020-02-11,1,Not Given
CA-2020-3712126,2020-01-24,1,Not Given
CA-2020-3754941,2020-02-02,1,Not Needed
CA-2020-3773893,2020-02-11,1,Wrong Item
CA-2020-3776987,2020-01-24,1,Wrong Item
CA-2020-3789151,2020-02-06,1,Not Given
CA-2020-3794881,2020-01-28,1,Not Needed
CA-2020-3861804,2020-02-02,1,Wrong Item
CA-2020-3893055,2020-01-29,1,Not Given
CA-2020-3937803,2020-01-14,1,Not Given
CA-2020-3939549,2020-01-21,1,Not Needed
CA-2020-3949522,2020-01-07,1,Not Given
CA-2020-3967186,2020-02-05,1,Not Needed
CA-2020-4009909,2020-01-15,1,Not Needed
CA-2020-4024214,2020-01-17,1,Not Given
CA-2020-4075747,2020-01-15,1,Wrong Item
CA-2020-4101242,2020-02-05,1,Not Needed
CA-2020-4115902,2020-01-18,1,Wrong Item
CA-2020-4125248,2020-02-16,1,Not Needed
CA-2020-4180876,2020-01-23,1,Not Given
CA-2020-4293570,2020-01-25,1,Not Needed
CA-2020-4325160,2020-02-20,1,Wrong Item
CA-2020-4366858,2020-01-30,1,Not Given
CA-2020-4433673,2020-01-26,1,Wrong Item
CA-2020-4491088,2020-02-05,1,Wrong Item
CA-2020-4510953,2020-01-28,1,Not Given
CA-2020-453836,2020-01-16,1,Not Given
CA-2020-4660700,2020-01-15,1,Not Needed
CA-2020-4676106,2020-01-19,1,Not Given
CA-2020-4679473,2020-01-30,1,Wrong Color
CA-2020-4755967,2020-01-11,1,Not Given
CA-2020-4775770,2020-02-01,1,Wrong Item
CA-2020-4887586,2020-01-30,2,Not Given
CA-2020-4918471,2020-01-30,1,Not Given
CA-2020-4979464,2020-02-14,1,Not Given
CA-2020-501675,2020-02-13,1,Wrong Color
CA-2020-5068710,2020-02-13,1,Not Given
CA-2020-5099742,2020-01-11,1,Wrong Item
CA-2020-5106793,2020-01-14,1,Not Given
CA-2020-5117217,2020-01-14,1,Wrong Item
CA-2020-5120975,2020-01-08,1,Not Needed
CA-2020-513186,2020-01-22,1,Wrong Item
CA-2020-5153957,2020-01-22,1,Wrong Item
CA-2020-5208823,2020-02-05,1,Not Given
CA-2020-5237300,2020-02-04,1,Not Given
CA-2020-526784,2020-01-19,1,Wrong Item
CA-2020-5282142,2020-01-12,1,Not Needed
CA-2020-530733,2020-02-03,1,Not Needed
CA-2020-5324931,2020-01-23,1,Wrong Color
CA-2020-5331943,2020-01-30,2,Not Given
CA-2020-5345351,2020-01-22,1,Not Given
CA-2020-5419942,2020-01-29,1,Not Given
CA-2020-5537655,2020-01-19,1,Not Given
CA-2020-5544162,2020-01-19,1,Wrong Color
CA-2020-5570372,2020-01-19,1,Not Given
CA-2020-5606516,2020-02-08,1,Wrong Item
CA-2020-570070,2020-01-27,1,Wrong Item
CA-2020-5766007,2020-01-14,1,Wrong Color
CA-2020-577592,2020-01-18,1,Not Needed
CA-2020-5782694,2020-01-29,1,Wrong Item
CA-2020-5786550,2020-01-23,1,Not Needed
CA-2020-5802262,2020-02-02,1,Not Needed
CA-2020-5808017,2020-02-01,1,Not Needed
CA-2020-581230,2020-01-31,1,Not Given
CA-2020-5813625,2020-01-26,1,Not Given
CA-2020-5836388,2020-01-14,1,Not Given
CA-2020-5847308,2020-01-29,1,Not Given
CA-2020-621384,2020-01-21,1,Wrong Item
CA-2020-642320,2020-01-28,1,Wrong Item
CA-2020-731482,2020-01-22,1,Wrong Color
CA-2020-739129,2020-02-16,1,Not Needed
CA-2020-74006,2020-01-20,1,Wrong Color
CA-2020-762400,2020-01-10,1,Wrong Item
CA-2020-769093,2020-01-16,1,Wrong Item
CA-2020-776791,2020-01-09,1,Wrong Color
CA-2020-823314,2020-01-12,1,Wrong Color
CA-2020-825136,2020-01-13,1,Not Given
CA-2020-851869,2020-02-04,1,Not Given
CA-2020-863811,2020-01-29,1,Wrong Item
CA-2020-878762,2020-02-20,1,Not Needed
CA-2020-901508,2020-01-17,1,Not Given
CA-2020-949813,2020-01-30,1,Not Given
CA-2020-958424,2020-01-29,1,Wrong Color
CA-2020-983437,2020-01-30,1,Not Needed
CG-2016-1349670,2016-05-22,1,Not Needed
CG-2016-1461622,2016-08-03,1,Not Given
CG-2016-1514528,2016-04-29,1,Not Needed
CG-2016-2127106,2016-08-06,1,Not Given
CG-2016-2940720,2016-05-22,1,Not Needed
CG-2016-5657603,2016-04-28,1,Not Needed
CG-2016-5752162,2016-07-25,1,Not Given
CG-2016-5851335,2016-03-27,1,Wrong Item
CG-2016-9150,2016-05-28,1,Not Needed
CG-2017-1358099,2017-07-26,1,Not Given
CG-2017-145823,2017-06-07,1,Not Given
CG-2017-2265889,2017-06-11,1,Not Given
CG-2017-3433781,2017-06-09,1,Not Given
CG-2017-379147,2017-07-01,1,Not Given
CG-2017-3908396,2017-07-17,1,Not Given
CG-2017-4306410,2017-06-26,1,Not Given
CG-2017-4681390,2017-07-22,1,Not Given
CG-2017-5006322,2017-06-05,1,Not Given
CG-2018-1150358,2018-09-24,1,Wrong Color
CG-2018-1385510,2018-02-15,1,Not Given
CG-2018-1732148,2018-02-13,1,Not Given
CG-2018-1800,2018-08-23,1,Wrong Color
CG-2018-1843097,2018-03-14,1,Not Given
CG-2018-2107471,2018-09-02,1,Wrong Color
CG-2018-2122781,2018-08-07,1,Wrong Color
CG-2018-2358814,2018-02-14,1,Not Given
CG-2018-2375590,2018-09-21,1,Wrong Color
CG-2018-2379077,2018-08-22,1,Wrong Color
CG-2018-2734156,2018-03-10,1,Not Given
CG-2018-2873306,2018-03-14,1,Not Given
CG-2018-2941238,2018-02-14,1,Not Given
CG-2018-3140747,2018-08-23,1,Wrong Color
CG-2018-3486173,2018-08-05,1,Wrong Color
CG-2018-374897,2018-08-30,1,Wrong Color
CG-2018-4109466,2018-08-27,1,Wrong Color
CG-2018-4388378,2018-07-31,1,Wrong Color
CG-2018-4639742,2018-07-19,1,Wrong Color
CG-2018-4736998,2018-03-20,1,Not Given
CG-2018-4780032,2018-08-10,1,Wrong Color
CG-2018-4864394,2018-03-02,1,Not Given
CG-2018-5023720,2018-02-20,1,Not Given
CG-2018-5736324,2018-02-15,1,Not Given
CG-2018-5917812,2018-02-28,1,Not Given
CG-2018-915021,2018-09-30,1,Wrong Color
CG-2018-959517,2018-10-01,1,Wrong Color
CM-2017-141392,2017-08-29,2,Wrong Item
CM-2017-1644287,2017-09-08,2,Wrong Item
CM-2017-218834,2017-10-23,2,Wrong Item
CM-2017-2812035,2017-10-24,2,Wrong Item
CM-2017-2814515,2017-10-16,2,Wrong Item
CM-2017-3855033,2017-10-27,2,Wrong Item
CM-2017-4485579,2017-10-10,2,Wrong Item
CM-2017-5884021,2017-11-01,2,Wrong Item
CM-2017-5896129,2017-09-01,2,Wrong Item
CM-2019-1663771,2019-03-04,1,Not Needed
CM-2019-1836986,2019-03-19,1,Not Needed
CM-2019-198859,2019-03-11,1,Not Needed
CM-2019-244630,2019-04-20,1,Not Needed
CM-2019-260472,2019-04-03,1,Not Needed
CM-2019-2719757,2019-04-22,1,Not Needed
CM-2019-2937634,2019-05-11,1,Not Needed
CM-2019-3079506,2019-03-31,1,Not Needed
CM-2019-3269569,2019-04-19,1,Not Needed
CM-2019-3300702,2019-05-01,1,Not Needed
CM-2019-3415839,2019-03-12,1,Not Needed
CM-2019-366382,2019-03-12,1,Not Needed
CM-2019-3756234,2019-04-13,1,Not Needed
CM-2019-3789530,2019-03-02,1,Not Needed
CM-2019-3923164,2019-04-17,1,Not Needed
CM-2019-417115,2019-04-11,1,Not Needed
CM-2019-4707657,2019-04-15,1,Not Needed
CM-2019-4708680,2019-05-04,1,Not Needed
CM-2019-4973793,2019-03-31,1,Not Needed
CM-2019-5410046,2019-03-20,1,Not Needed
CM-2019-557952,2019-04-10,1,Not Needed
CM-2019-5660855,2019-03-18,1,Not Needed
CM-2019-634586,2019-04-27,1,Not Needed
CM-2019-6610,2019-04-04,1,Not Needed
CM-2019-813573,2019-04-10,1,Not Needed
CM-2019-822355,2019-04-28,1,Not Needed
EG-2016-1168043,2016-12-30,1,Not Given
EG-2016-1275710,2016-12-24,1,Not Given
EG-2016-1745856,2016-12-04,1,Not Given
EG-2016-2045803,2016-11-06,1,Not Given
EG-2016-2177031,2016-11-07,4,Not Given
EG-2016-2364039,2016-11-08,4,Not Given
EG-2016-2515959,2016-11-22,4,Not Given
EG-2016-2698888,2017-01-15,1,Wrong Item
EG-2016-31049,2016-12-11,1,Wrong Item
EG-2016-335320,2016-10-25,4,Not Given
EG-2016-3420,2017-01-22,1,Wrong Item
EG-2016-3736106,2016-11-07,4,Not Given
EG-2016-386708,2016-11-24,4,Not Given
EG-2016-4758240,2016-10-18,1,Not Given
EG-2016-5280,2016-11-13,1,Not Given
EG-2016-5385783,2016-10-07,1,Not Given
EG-2016-5949759,2016-10-02,1,Not Given
EG-2016-5981906,2016-12-10,1,Not Given
EG-2016-642320,2016-12-19,1,Not Given
EG-2017-1289935,2017-08-07,1,Not Needed
EG-2017-1571864,2017-08-11,1,Not Needed
EG-2017-1732384,2017-09-08,1,Not Needed
EG-2017-1826568,2017-09-17,1,Not Needed
EG-2017-2213678,2017-01-12,1,Wrong Item
EG-2017-2625940,2017-07-26,1,Not Needed
EG-2017-2729659,2017-08-05,1,Not Needed
EG-2017-2973521,2017-02-08,1,Wrong Item
EG-2017-3251683,2017-09-13,1,Not Needed
EG-2017-5243513,2017-08-13,1,Not Needed
EG-2017-5756522,2017-02-10,1,Wrong Item
EG-2018-1028823,2018-07-25,1,Wrong Color
EG-2018-1086342,2018-10-11,1,Wrong Color
EG-2018-1461428,2018-10-25,1,Wrong Color
EG-2018-1570889,2018-03-23,1,Wrong Color
EG-2018-1597793,2018-04-25,1,Wrong Color
EG-2018-172563,2018-03-15,1,Wrong Color
EG-2018-1918737,2018-09-05,1,Wrong Color
EG-2018-1919824,2018-05-07,1,Wrong Color
EG-2018-2073497,2018-09-13,1,Wrong Color
EG-2018-2073990,2018-07-04,1,Wrong Color
EG-2018-2089715,2018-06-15,1,Wrong Color
EG-2018-2237915,2018-07-16,1,Wrong Color
EG-2018-2355325,2018-10-14,1,Wrong Color
EG-2018-2396831,2018-06-01,1,Wrong Color
EG-2018-2604135,2018-06-08,1,Wrong Color
EG-2018-2707573,2018-04-06,1,Wrong Color
EG-2018-2745860,2018-08-28,1,Wrong Color
EG-2018-289872,2018-07-02,1,Wrong Color
EG-2018-3098244,2018-09-23,1,Wrong Color
EG-2018-3105159,2018-06-23,1,Wrong Color
EG-2018-3218466,2018-05-08,1,Wrong Color
EG-2018-3251233,2018-04-17,1,Wrong Color
EG-2018-3267493,2018-05-02,1,Wrong Color
EG-2018-3371607,2018-07-26,1,Wrong Color
EG-2018-3448005,2018-09-14,1,Wrong Color
EG-2018-3517074,2018-07-05,1,Wrong Color
EG-2018-3535155,2018-07-01,1,Wrong Color
EG-2018-3645095,2018-07-07,1,Wrong Color
EG-2018-3810303,2018-09-13,1,Wrong Color
EG-2018-3983776,2018-04-23,1,Wrong Color
EG-2018-4026911,2018-06-15,1,Wrong Color
EG-2018-4171772,2018-09-16,1,Wrong Color
EG-2018-4245990,2018-10-19,1,Wrong Color
EG-2018-4466253,2018-10-29,1,Wrong Color
EG-2018-4554266,2018-09-16,1,Wrong Color
EG-2018-4784392,2018-08-18,1,Wrong Color
EG-2018-4863348,2018-07-13,1,Wrong Color
EG-2018-4896208,2018-03-17,1,Wrong Color
EG-2018-4991298,2018-10-23,1,Wrong Color
EG-2018-4995986,2018-09-17,1,Wrong Color
EG-2018-4996446,2018-07-01,1,Wrong Color
EG-2018-5005512,2018-10-07,1,Wrong Color
EG-2018-5006509,2018-03-26,1,Wrong Color
EG-2018-509532,2018-10-12,1,Wrong Color
EG-2018-5138570,2018-03-21,1,Wrong Color
EG-2018-5162039,2018-08-09,1,Wrong Color
EG-2018-5211068,2018-07-07,1,Wrong Color
EG-2018-541640,2018-03-26,1,Wrong Color
EG-2018-5441074,2018-06-13,1,Wrong Color
EG-2018-5444700,2018-05-09,1,Wrong Color
EG-2018-5465575,2018-10-07,1,Wrong Color
EG-2018-5548683,2018-09-13,1,Wrong Color
EG-2018-5602859,2018-07-05,1,Wrong Color
EG-2018-5611158,2018-09-04,1,Wrong Color
EG-2018-5684096,2018-09-12,1,Wrong Color
EG-2018-5734447,2018-04-02,1,Wrong Color
EG-2018-5849204,2018-07-06,1,Wrong Color
EG-2018-61418,2018-08-30,1,Wrong Color
EG-2018-629872,2018-06-12,1,Wrong Color
EG-2018-800539,2018-09-05,1,Wrong Color
EG-2018-909903,2018-06-26,1,Wrong Color
EG-2018-9300,2018-09-27,1,Wrong Color
EG-2018-939392,2018-06-12,1,Wrong Color
EG-2019-108900,2019-10-17,1,Wrong Item
EG-2019-1096973,2019-06-18,1,Wrong Item
EG-2019-1125244,2019-05-28,1,Wrong Item
EG-2019-1167300,2019-10-26,1,Wrong Item
EG-2019-1253817,2019-11-13,1,Wrong Item
EG-2019-1268581,2019-06-03,1,Wrong Item
EG-2019-1276218,2019-10-04,1,Wrong Item
EG-2019-130751,2019-05-29,1,Wrong Item
EG-2019-165160,2019-06-22,1,Wrong Item
EG-2019-1700,2019-06-16,1,Wrong Item
EG-2019-1735885,2019-07-09,1,Wrong Item
EG-2019-1849392,2019-09-17,1,Wrong Item
EG-2019-1862979,2019-06-11,1,Wrong Item
EG-2019-186923,2019-09-25,1,Wrong Item
EG-2019-229385,2019-07-08,1,Wrong Item
EG-2019-2371133,2019-06-12,1,Wrong Item
EG-2019-2400979,2019-11-11,1,Wrong Item
EG-2019-2460608,2019-07-06,1,Wrong Item
EG-2019-2562228,2019-10-04,1,Wrong Item
EG-2019-2617162,2019-10-11,1,Wrong Item
EG-2019-2718778,2019-06-14,1,Wrong Item
EG-2019-2728161,2019-06-21,1,Wrong Item
EG-2019-2988461,2019-07-02,1,Wrong Item
EG-2019-309792,2019-10-12,1,Wrong Item
EG-2019-3110265,2019-11-01,1,Wrong Item
EG-2019-3151676,2019-05-23,1,Wrong Item
EG-2019-3198059,2019-07-04,1,Wrong Item
EG-2019-3525296,2019-07-02,1,Wrong Item
EG-2019-3788635,2019-05-20,1,Wrong Item
EG-2019-3859558,2019-06-18,1,Wrong Item
EG-2019-3967249,2019-09-10,1,Wrong Item
EG-2019-4020475,2019-07-03,1,Wrong Item
EG-2019-4183550,2019-10-08,1,Wrong Item
EG-2019-421880,2019-11-21,1,Wrong Item
EG-2019-424578,2019-10-13,1,Wrong Item
EG-2019-4280566,2019-06-03,1,Wrong Item
EG-2019-4611091,2019-11-13,1,Wrong Item
EG-2019-4755281,2019-11-03,1,Wrong Item
EG-2019-4830764,2019-05-24,1,Wrong Item
EG-2019-4887880,2019-10-29,1,Wrong Item
EG-2019-5045314,2019-06-24,1,Wrong Item
EG-2019-5079482,2019-07-12,1,Wrong Item
EG-2019-5177512,2019-09-06,1,Wrong Item
EG-2019-5202500,2019-10-09,1,Wrong Item
EG-2019-5268581,2019-09-17,1,Wrong Item
EG-2019-5485648,2019-09-22,1,Wrong Item
EG-2019-558578,2019-10-25,1,Wrong Item
EG-2019-5600043,2019-05-05,1,Wrong Item
EG-2019-5778839,2019-06-04,1,Wrong Item
EG-2019-5833077,2019-10-21,1,Wrong Item
EG-2019-5848757,2019-10-22,1,Wrong Item
EG-2019-997701,2019-11-15,1,Wrong Item
ES-2016-1001989,2016-03-21,1,Not Given
ES-2016-1049509,2016-08-18,1,Not Given
ES-2016-1076752,2016-12-27,1,Not Needed
ES-2016-1102221,2016-12-17,1,Not Given
ES-2016-1104381,2016-09-24,1,Wrong Color
ES-2016-1118563,2016-08-13,1,Not Given
ES-2016-1210983,2016-07-26,1,Not Given
ES-2016-1267738,2016-10-04,1,Not Given
ES-2016-1268618,2016-07-19,1,Not Given
ES-2016-1315294,2016-11-30,1,Not Given
ES-2016-1323032,2016-10-21,1,Wrong Item
ES-2016-1390818,2016-10-21,1,Wrong Item
ES-2016-1395768,2016-10-10,1,Wrong Item
ES-2016-1406120,2016-12-30,1,Wrong Item
ES-2016-1429951,2016-09-11,1,Not Given
ES-2016-14368,2016-10-29,1,Wrong Item
ES-2016-1444426,2016-04-11,1,Wrong Item
ES-2016-1475662,2016-08-13,1,Not Given
ES-2016-1478675,2017-01-09,1,Not Given
ES-2016-1510203,2016-12-05,1,Wrong Item
ES-2016-1517387,2016-03-18,1,Wrong Item
ES-2016-152441,2016-09-02,1,Not Given
ES-2016-1541895,2017-01-04,1,Wrong Item
ES-2016-1573267,2016-08-09,1,Not Given
ES-2016-1590255,2016-12-19,1,Not Given
ES-2016-1679370,2016-08-21,1,Not Given
