product_id,category,sub_category,product_name,product_cost_to_consumer
FUR-NOV-10003195,Furniture,Chairs,"Novimex Chairmat, Red",56.34
FUR-NOV-10003257,Furniture,Chairs,"Novimex Chairmat, Adjustable",23.53
FUR-NOV-10003754,Furniture,Chairs,"Novimex Rocking Chair, Set of Two",40.1
FUR-NOV-10004003,Furniture,Chairs,"Novimex Steel Folding Chair, Red",32.89
FUR-NOV-10004563,Furniture,Chairs,"Novimex Bag Chairs, Black",43.53
FUR-NOV-10004602,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",184.08
FUR-NOV-10004925,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",457.95
FUR-NOV-10004962,Furniture,Chairs,"Novimex Bag Chairs, Adjustable",48.45
FUR-OFF-10000303,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",57.26
FUR-OFF-10000344,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",57.93
FUR-OFF-10001125,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",143.4
FUR-OFF-10001132,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",176.43
FUR-OFF-10001187,Furniture,Chairs,"Office Star Chairmat, Black",63.39
FUR-OFF-10001224,Furniture,Chairs,"Office Star Swivel Stool, Red",173.94
FUR-OFF-10001552,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",57.69
FUR-OFF-10001661,Furniture,Chairs,"Office Star Chairmat, Red",65.82
FUR-OFF-10001798,Furniture,Chairs,"Office Star Steel Folding Chair, Red",91.71
FUR-OFF-10002330,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",467.43
FUR-OFF-10002395,Furniture,Chairs,"Office Star Rocking Chair, Red",140.91
FUR-OFF-10002486,Furniture,Chairs,"Office Star Bag Chairs, Black",53.01
FUR-OFF-10002511,Furniture,Chairs,"Office Star Steel Folding Chair, Black",89.28
FUR-OFF-10002542,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",469.92
FUR-OFF-10002740,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two",37.58
FUR-OFF-10003019,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",94.2
FUR-OFF-10003104,Furniture,Chairs,"Office Star Bag Chairs, Red",16.63
FUR-OFF-10003688,Furniture,Chairs,"Office Star Rocking Chair, Black",55.39
FUR-OFF-10003703,Furniture,Chairs,"Office Star Chairmat, Set of Two",68.07
FUR-OFF-10003713,Furniture,Chairs,"Office Star Chairmat, Adjustable",68.31
FUR-OFF-10004214,Furniture,Chairs,"Office Star Executive Leather Armchair, Red",187.87
FUR-OFF-10004495,Furniture,Chairs,"Office Star Swivel Stool, Black",171.51
FUR-OFF-10004824,Furniture,Chairs,"Office Star Swivel Stool, Set of Two",70.48
FUR-RUB-10000501,Furniture,Furnishings,"Rubbermaid Clock, Black",50.16
FUR-RUB-10000958,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",18.84
FUR-RUB-10001094,Furniture,Furnishings,"Rubbermaid Door Stop, Duo Pack",43.86
FUR-RUB-10001190,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",48.78
FUR-RUB-10001310,Furniture,Furnishings,"Rubbermaid Photo Frame, Black",51.75
FUR-RUB-10001380,Furniture,Furnishings,"Rubbermaid Photo Frame, Erganomic",50.37
FUR-RUB-10001484,Furniture,Furnishings,"Rubbermaid Clock, Durable",47.19
FUR-RUB-10001704,Furniture,Furnishings,"Rubbermaid Frame, Black",109.89
FUR-RUB-10001717,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",48.78
FUR-RUB-10001796,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic",17.46
FUR-RUB-10002021,Furniture,Furnishings,"Rubbermaid Light Bulb, Durable",15.87
FUR-RUB-10002067,Furniture,Furnishings,"Rubbermaid Frame, Erganomic",43.4
FUR-RUB-10002507,Furniture,Furnishings,"Rubbermaid Stacking Tray, Black",25.2
FUR-RUB-10002817,Furniture,Furnishings,"Rubbermaid Door Stop, Durable",40.83
FUR-RUB-10002945,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",15.54
FUR-RUB-10003004,Furniture,Furnishings,"Rubbermaid Frame, Durable",106.92
FUR-RUB-10003411,Furniture,Furnishings,"Rubbermaid Stacking Tray, Erganomic",22.17
FUR-RUB-10003518,Furniture,Furnishings,"Rubbermaid Door Stop, Erganomic",42.42
FUR-RUB-10003699,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack",18.9
FUR-RUB-10003724,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack",109.95
FUR-RUB-10004036,Furniture,Furnishings,"Rubbermaid Stacking Tray, Erganomic",23.76
FUR-RUB-10004285,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",50.22
FUR-RUB-10004420,Furniture,Furnishings,"Rubbermaid Door Stop, Black",43.8
FUR-RUB-10004633,Furniture,Furnishings,"Rubbermaid Stacking Tray, Durable",25.14
FUR-SAF-10000085,Furniture,Bookcases,"Safco Library with Doors, Pine",391.14
FUR-SAF-10000204,Furniture,Bookcases,"Safco Library with Doors, Metal",103.8
FUR-SAF-10000213,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",440.67
FUR-SAF-10000265,Furniture,Bookcases,"Safco Library with Doors, Metal",389.25
FUR-SAF-10000351,Furniture,Chairs,"SAFCO Chairmat, Black",57.39
FUR-SAF-10000508,Furniture,Bookcases,"Safco Library with Doors, Traditional",116.94
FUR-SAF-10000545,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",170.19
FUR-SAF-10000565,Furniture,Chairs,"SAFCO Bag Chairs, Adjustable",51.93
FUR-SAF-10000593,Furniture,Chairs,"SAFCO Chairmat, Adjustable",24.92
FUR-SAF-10000607,Furniture,Bookcases,"Safco Stackable Bookrack, Mobile",44.69
FUR-SAF-10000678,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",199.26
FUR-SAF-10000881,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Metal",67.32
FUR-SAF-10000949,Furniture,Bookcases,"Safco Floating Shelf Set, Pine",198.09
FUR-SAF-10001136,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",170.43
FUR-SAF-10001322,Furniture,Bookcases,"Safco Stackable Bookrack, Traditional",59.38
FUR-SAF-10001428,Furniture,Bookcases,"Safco Corner Shelving, Pine",150.81
FUR-SAF-10001793,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",459.0
FUR-SAF-10001870,Furniture,Chairs,"SAFCO Chairmat, Set of Two",24.83
FUR-SAF-10001873,Furniture,Chairs,"SAFCO Bag Chairs, Set of Two",51.69
FUR-SAF-10001949,Furniture,Chairs,"SAFCO Bag Chairs, Red",49.44
FUR-SAF-10001956,Furniture,Bookcases,"Safco Classic Bookcase, Metal",437.61
FUR-SAF-10002112,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two",463.68
FUR-SAF-10002121,Furniture,Chairs,"SAFCO Rocking Chair, Black",132.48
FUR-SAF-10002180,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",461.43
FUR-SAF-10002253,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",45.1
FUR-SAF-10002314,Furniture,Chairs,"SAFCO Swivel Stool, Black",49.65
FUR-SAF-10002360,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",151.5
FUR-SAF-10002400,Furniture,Bookcases,"Safco Corner Shelving, Metal",148.92
FUR-SAF-10002495,Furniture,Bookcases,"Safco Library with Doors, Mobile",117.69
FUR-SAF-10002529,Furniture,Chairs,"SAFCO Chairmat, Red",59.82
FUR-SAF-10002557,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",85.71
FUR-SAF-10002616,Furniture,Chairs,"SAFCO Steel Folding Chair, Adjustable",88.2
FUR-SAF-10002757,Furniture,Chairs,"SAFCO Rocking Chair, Red",134.91
FUR-SAF-10002846,Furniture,Bookcases,"Safco Classic Bookcase, Pine",439.5
FUR-SAF-10002940,Furniture,Bookcases,"Safco Corner Shelving, Mobile",151.98
FUR-SAF-10003160,Furniture,Chairs,"SAFCO Rocking Chair, Adjustable",54.96
FUR-SAF-10003402,Furniture,Chairs,"SAFCO Bag Chairs, Black",18.8
FUR-SAF-10003469,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",438.15
FUR-SAF-10003540,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",196.2
FUR-SAF-10003745,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",137.16
FUR-SAF-10003819,Furniture,Chairs,"SAFCO Swivel Stool, Set of Two",170.19
FUR-SAF-10004173,Furniture,Bookcases,"Safco Corner Shelving, Traditional",149.46
FUR-SAF-10004252,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",463.92
FUR-SAF-10004426,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Traditional",67.54
FUR-SAF-10004525,Furniture,Chairs,"SAFCO Swivel Stool, Red",167.94
FUR-SAF-10004530,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",196.74
FUR-SAF-10004664,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",87.96
FUR-SAU-10000209,Furniture,Bookcases,"Sauder Corner Shelving, Metal",44.03
FUR-SAU-10000637,Furniture,Bookcases,"Sauder Library with Doors, Metal",387.09
FUR-SAU-10000745,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",168.03
FUR-SAU-10000893,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",146.82
FUR-SAU-10001776,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",59.27
FUR-SAU-10002043,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",194.04
FUR-SAU-10002167,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",66.46
FUR-SAU-10002255,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",437.34
FUR-SAU-10002331,Furniture,Bookcases,"Sauder Library with Doors, Traditional",387.63
FUR-SAU-10002540,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",146.28
FUR-SAU-10002642,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",50.0
FUR-SAU-10002714,Furniture,Bookcases,"Sauder Corner Shelving, Pine",148.65
FUR-SAU-10003188,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",149.34
FUR-SAU-10003203,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",50.76
FUR-SAU-10003694,Furniture,Bookcases,"Sauder Library with Doors, Mobile",117.05
FUR-SAU-10003795,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",147.3
FUR-SAU-10003872,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",195.93
FUR-SAU-10003928,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",435.45
FUR-SAU-10003933,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",438.51
FUR-SAU-10004053,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",197.1
FUR-SAU-10004137,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",77.83
FUR-SAU-10004221,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",149.82
FUR-SAU-10004653,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",435.99
FUR-TA-10000022,Furniture,Tables,"Hon Conference Table, Adjustable Height",923.67
FUR-TA-10000038,Furniture,Tables,"Chromcraft Conference Table, Adjustable Height",612.4
FUR-TA-10000052,Furniture,Tables,"Hon Training Table, Adjustable Height",217.68
FUR-TA-10000073,Furniture,Tables,"Lesro Coffee Table, Adjustable Height",177.93
FUR-TA-10000075,Furniture,Tables,"Bevis Coffee Table, Fully Assembled",127.86
FUR-TA-10000115,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",90.89
FUR-TA-10000136,Furniture,Tables,"Chromcraft Conference Table, Adjustable Height",466.59
FUR-TA-10000147,Furniture,Tables,"Lesro Coffee Table, Rectangular",174.7
FUR-TA-10000164,Furniture,Tables,"Lesro Training Table, Fully Assembled",270.27
FUR-TA-10000184,Furniture,Tables,"Barricks Conference Table, Fully Assembled",454.27
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,330.59
FUR-TA-10000207,Furniture,Tables,"Chromcraft Round Table, Fully Assembled",93.71
FUR-TA-10000222,Furniture,Tables,"Bevis Training Table, Adjustable Height",178.7
FUR-TA-10000226,Furniture,Tables,"Chromcraft Conference Table, with Bottom Storage",610.87
FUR-TA-10000245,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height",237.66
FUR-TA-10000283,Furniture,Tables,"Hon Wood Table, with Bottom Storage",371.93
FUR-TA-10000299,Furniture,Tables,"Lesro Round Table, Adjustable Height",195.31
FUR-TA-10000304,Furniture,Tables,"Barricks Training Table, with Bottom Storage",127.32
FUR-TA-10000310,Furniture,Tables,"Barricks Training Table, Rectangular",63.17
FUR-TA-10000317,Furniture,Tables,"Barricks Computer Table, Fully Assembled",255.63
FUR-TA-10000323,Furniture,Tables,"Lesro Round Table, Fully Assembled",226.74
FUR-TA-10000347,Furniture,Tables,"Hon Computer Table, Adjustable Height",318.38
FUR-TA-10000355,Furniture,Tables,"Bevis Wood Table, with Bottom Storage",320.17
FUR-TA-10000360,Furniture,Tables,"Chromcraft Wood Table, Fully Assembled",217.8
FUR-TA-10000403,Furniture,Tables,"Barricks Wood Table, Adjustable Height",155.74
FUR-TA-10000434,Furniture,Tables,"Chromcraft Coffee Table, with Bottom Storage",267.09
FUR-TA-10000478,Furniture,Tables,"Bevis Round Table, Fully Assembled",277.15
FUR-TA-10000486,Furniture,Tables,"Barricks Wood Table, Adjustable Height",103.82
FUR-TA-10000490,Furniture,Tables,"Lesro Training Table, with Bottom Storage",142.46
FUR-TA-10000518,Furniture,Tables,"Chromcraft Round Table, Fully Assembled",249.9
FUR-TA-10000519,Furniture,Tables,"Bevis Computer Table, Fully Assembled",98.9
FUR-TA-10000558,Furniture,Tables,"Hon Wood Table, Rectangular",370.23
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,348.21
FUR-TA-10000591,Furniture,Tables,"Chromcraft Training Table, with Bottom Storage",141.94
FUR-TA-10000593,Furniture,Tables,"Chromcraft Training Table, Fully Assembled",152.19
FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",227.55
FUR-TA-10000637,Furniture,Tables,"Bevis Conference Table, Rectangular",184.27
FUR-TA-10000649,Furniture,Tables,"Barricks Computer Table, with Bottom Storage",336.02
FUR-TA-10000665,Furniture,Tables,"Bevis Computer Table, Fully Assembled",262.1
FUR-TA-10000670,Furniture,Tables,"Chromcraft Coffee Table, Adjustable Height",269.28
FUR-TA-10000671,Furniture,Tables,"Barricks Conference Table, with Bottom Storage",483.78
FUR-TA-10000687,Furniture,Tables,"Bevis Conference Table, with Bottom Storage",489.59
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.92
FUR-TA-10000695,Furniture,Tables,"Lesro Wood Table, Rectangular",248.0
FUR-TA-10000750,Furniture,Tables,"Hon Round Table, Fully Assembled",275.94
FUR-TA-10000789,Furniture,Tables,"Lesro Training Table, with Bottom Storage",143.36
FUR-TA-10000805,Furniture,Tables,"Bevis Wood Table, Adjustable Height",357.2
FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,72.99
FUR-TA-10000855,Furniture,Tables,"Chromcraft Training Table, Rectangular",56.29
FUR-TA-10000861,Furniture,Tables,"Barricks Conference Table, with Bottom Storage",453.54
FUR-TA-10000927,Furniture,Tables,"Bevis Conference Table, Fully Assembled",246.73
FUR-TA-10000945,Furniture,Tables,"Bevis Coffee Table, Adjustable Height",213.58
FUR-TA-10000962,Furniture,Tables,"Hon Conference Table, Adjustable Height",646.57
FUR-TA-10000963,Furniture,Tables,"Chromcraft Round Table, with Bottom Storage",249.12
FUR-TA-10000971,Furniture,Tables,"Bevis Training Table, Rectangular",332.55
FUR-TA-10000989,Furniture,Tables,"Lesro Conference Table, Rectangular",453.23
FUR-TA-10000991,Furniture,Tables,"Lesro Computer Table, Adjustable Height",227.15
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,60.19
FUR-TA-10001056,Furniture,Tables,"Barricks Conference Table, Adjustable Height",636.49
FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",121.59
FUR-TA-10001089,Furniture,Tables,"Hon Computer Table, with Bottom Storage",346.1
FUR-TA-10001090,Furniture,Tables,"Chromcraft Round Table, Rectangular",92.93
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,104.57
FUR-TA-10001100,Furniture,Tables,"Barricks Computer Table, Fully Assembled",127.82
FUR-TA-10001113,Furniture,Tables,"Barricks Training Table, Fully Assembled",63.95
FUR-TA-10001116,Furniture,Tables,"Barricks Conference Table, Fully Assembled",908.55
FUR-TA-10001192,Furniture,Tables,"Hon Training Table, Fully Assembled",178.22
FUR-TA-10001205,Furniture,Tables,"Chromcraft Wood Table, Rectangular",480.09
FUR-TA-10001226,Furniture,Tables,"Hon Conference Table, Rectangular",551.43
FUR-TA-10001228,Furniture,Tables,"Bevis Training Table, Rectangular",182.9
FUR-TA-10001229,Furniture,Tables,"Chromcraft Computer Table, Rectangular",235.2
FUR-TA-10001237,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",160.57
FUR-TA-10001272,Furniture,Tables,"Barricks Training Table, Fully Assembled",170.54
FUR-TA-10001276,Furniture,Tables,"Lesro Training Table, Fully Assembled",54.05
FUR-TA-10001285,Furniture,Tables,"Chromcraft Conference Table, Fully Assembled",466.21
FUR-TA-10001289,Furniture,Tables,"Lesro Conference Table, Fully Assembled",458.16
FUR-TA-10001306,Furniture,Tables,"Hon Wood Table, Adjustable Height",284.54
FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67
FUR-TA-10001327,Furniture,Tables,"Barricks Training Table, Rectangular",167.41
FUR-TA-10001359,Furniture,Tables,"Chromcraft Training Table, with Bottom Storage",150.46
FUR-TA-10001360,Furniture,Tables,"Bevis Round Table, Rectangular",515.76
FUR-TA-10001371,Furniture,Tables,"Chromcraft Coffee Table, Fully Assembled",53.71
FUR-TA-10001386,Furniture,Tables,"Lesro Conference Table, Fully Assembled",859.05
FUR-TA-10001433,Furniture,Tables,"Bevis Round Table, with Bottom Storage",274.64
FUR-TA-10001494,Furniture,Tables,"Lesro Wood Table, Adjustable Height",328.73
FUR-TA-10001496,Furniture,Tables,"Barricks Computer Table, Fully Assembled",254.85
FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",57.1
FUR-TA-10001531,Furniture,Tables,"Lesro Training Table, Adjustable Height",189.69
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,189.58
FUR-TA-10001549,Furniture,Tables,"Barricks Coffee Table, Rectangular",158.51
FUR-TA-10001558,Furniture,Tables,"Barricks Training Table, Rectangular",189.52
FUR-TA-10001572,Furniture,Tables,"Hon Wood Table, Rectangular",282.08
FUR-TA-10001595,Furniture,Tables,"Chromcraft Coffee Table, Adjustable Height",143.62
FUR-TA-10001600,Furniture,Tables,"Lesro Coffee Table, Fully Assembled",135.18
FUR-TA-10001602,Furniture,Tables,"Barricks Round Table, Adjustable Height",268.64
FUR-TA-10001622,Furniture,Tables,"Lesro Coffee Table, with Bottom Storage",134.4
FUR-TA-10001633,Furniture,Tables,"Bevis Wood Table, with Bottom Storage",373.53
FUR-TA-10001642,Furniture,Tables,"Lesro Round Table, Rectangular",239.78
FUR-TA-10001664,Furniture,Tables,"Chromcraft Conference Table, with Bottom Storage",872.67
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,26.66
FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",68.23
FUR-TA-10001693,Furniture,Tables,"Bevis Training Table, with Bottom Storage",133.99
FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,170.08
FUR-TA-10001726,Furniture,Tables,"Bevis Coffee Table, Fully Assembled",170.48
FUR-TA-10001740,Furniture,Tables,"Barricks Conference Table, Adjustable Height",606.18
FUR-TA-10001744,Furniture,Tables,"Lesro Coffee Table, Adjustable Height",254.19
FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,157.51
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",184.78
FUR-TA-10001786,Furniture,Tables,"Chromcraft Computer Table, with Bottom Storage",354.74
FUR-TA-10001833,Furniture,Tables,"Bevis Round Table, Fully Assembled",311.8
FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,58.02
FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.43
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.53
FUR-TA-10001930,Furniture,Tables,"Bevis Computer Table, with Bottom Storage",264.91
FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",160.32
FUR-TA-10001935,Furniture,Tables,"Hon Coffee Table, Fully Assembled",63.47
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,446.49
FUR-TA-10001968,Furniture,Tables,"Bevis Computer Table, with Bottom Storage",298.03
FUR-TA-10001980,Furniture,Tables,"Hon Wood Table, Rectangular",343.79
FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",125.5
FUR-TA-10002065,Furniture,Tables,"Bevis Round Table, Rectangular",275.07
FUR-TA-10002088,Furniture,Tables,"Barricks Coffee Table, Adjustable Height",161.97
FUR-TA-10002093,Furniture,Tables,"Chromcraft Wood Table, Adjustable Height",258.51
FUR-TA-10002095,Furniture,Tables,"Lesro Training Table, Fully Assembled",270.27
FUR-TA-10002101,Furniture,Tables,"Bevis Conference Table, Fully Assembled",493.46
FUR-TA-10002146,Furniture,Tables,"Hon Coffee Table, with Bottom Storage",168.48
FUR-TA-10002153,Furniture,Tables,"Lesro Round Table, with Bottom Storage",316.41
FUR-TA-10002172,Furniture,Tables,"Hon Conference Table, Rectangular",487.1
FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",233.35
FUR-TA-10002235,Furniture,Tables,"Chromcraft Round Table, Adjustable Height",250.29
FUR-TA-10002256,Furniture,Tables,"Hon Wood Table, Fully Assembled",106.56
FUR-TA-10002341,Furniture,Tables,"Barricks Computer Table, Fully Assembled",479.31
FUR-TA-10002351,Furniture,Tables,"Hon Training Table, Adjustable Height",334.89
FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,131.06
FUR-TA-10002411,Furniture,Tables,"Hon Round Table, with Bottom Storage",335.34
FUR-TA-10002433,Furniture,Tables,"Chromcraft Computer Table, with Bottom Storage",295.62
FUR-TA-10002467,Furniture,Tables,"Lesro Conference Table, Adjustable Height",558.85
FUR-TA-10002482,Furniture,Tables,"Bevis Wood Table, Fully Assembled",107.02
FUR-TA-10002487,Furniture,Tables,"Bevis Training Table, with Bottom Storage",133.99
FUR-TA-10002497,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height",289.65
FUR-TA-10002519,Furniture,Tables,"Lesro Conference Table, with Bottom Storage",571.72
FUR-TA-10002523,Furniture,Tables,"Barricks Training Table, Rectangular",315.87
FUR-TA-10002527,Furniture,Tables,"Barricks Round Table, Fully Assembled",266.58
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",150.98
FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,146.05
FUR-TA-10002544,Furniture,Tables,"Barricks Training Table, Fully Assembled",159.88
FUR-TA-10002557,Furniture,Tables,"Barricks Conference Table, Rectangular",588.02
FUR-TA-10002568,Furniture,Tables,"Chromcraft Coffee Table, Rectangular",172.03
FUR-TA-10002571,Furniture,Tables,"Chromcraft Coffee Table, Adjustable Height",121.18
FUR-TA-10002582,Furniture,Tables,"Barricks Coffee Table, Rectangular",59.81
FUR-TA-10002607,Furniture,Tables,KI Conference Tables,70.89
FUR-TA-10002611,Furniture,Tables,"Barricks Computer Table, with Bottom Storage",256.02
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",136.78
FUR-TA-10002638,Furniture,Tables,"Barricks Wood Table, Rectangular",272.69
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,227.55
FUR-TA-10002650,Furniture,Tables,"Hon Wood Table, with Bottom Storage",531.33
FUR-TA-10002699,Furniture,Tables,"Hon Round Table, Rectangular",410.78
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,123.3
FUR-TA-10002786,Furniture,Tables,"Lesro Computer Table, Fully Assembled",428.34
FUR-TA-10002789,Furniture,Tables,"Hon Coffee Table, with Bottom Storage",205.34
FUR-TA-10002797,Furniture,Tables,"Chromcraft Round Table, Adjustable Height",248.72
FUR-TA-10002827,Furniture,Tables,"Hon Computer Table, Fully Assembled",263.31
FUR-TA-10002833,Furniture,Tables,"Lesro Training Table, Rectangular",141.18
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,102.44
FUR-TA-10002860,Furniture,Tables,"Hon Training Table, with Bottom Storage",66.54
FUR-TA-10002868,Furniture,Tables,"Barricks Coffee Table, Adjustable Height",197.4
FUR-TA-10002885,Furniture,Tables,"Lesro Computer Table, Fully Assembled",85.67
FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",207.77
FUR-TA-10002912,Furniture,Tables,"Lesro Conference Table, Rectangular",171.03
FUR-TA-10002931,Furniture,Tables,"Hon Round Table, with Bottom Storage",361.14
FUR-TA-10002935,Furniture,Tables,"Bevis Coffee Table, Adjustable Height",320.37
FUR-TA-10002951,Furniture,Tables,"Barricks Round Table, Adjustable Height",327.41
FUR-TA-10002957,Furniture,Tables,"Bevis Training Table, Fully Assembled",178.32
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",260.98
FUR-TA-10002966,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled",88.98
FUR-TA-10002972,Furniture,Tables,"Barricks Computer Table, Fully Assembled",254.03
FUR-TA-10002979,Furniture,Tables,"Bevis Coffee Table, Rectangular",168.4
FUR-TA-10002982,Furniture,Tables,"Lesro Coffee Table, Adjustable Height",135.57
FUR-TA-10003003,Furniture,Tables,"Lesro Wood Table, Rectangular",325.5
FUR-TA-10003006,Furniture,Tables,"Hon Wood Table, Rectangular",317.34
FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.28
FUR-TA-10003030,Furniture,Tables,"Lesro Training Table, Adjustable Height",176.14
FUR-TA-10003055,Furniture,Tables,"Lesro Round Table, Fully Assembled",204.07
FUR-TA-10003078,Furniture,Tables,"Hon Training Table, Fully Assembled",150.38
FUR-TA-10003079,Furniture,Tables,"Hon Training Table, Rectangular",88.07
FUR-TA-10003152,Furniture,Tables,"Lesro Round Table, Adjustable Height",272.52
FUR-TA-10003157,Furniture,Tables,"Hon Coffee Table, with Bottom Storage",315.9
FUR-TA-10003164,Furniture,Tables,"Bevis Wood Table, Rectangular",371.83
FUR-TA-10003171,Furniture,Tables,"Bevis Training Table, Fully Assembled",179.44
FUR-TA-10003179,Furniture,Tables,"Lesro Wood Table, Fully Assembled",248.52
FUR-TA-10003185,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled",311.43
FUR-TA-10003222,Furniture,Tables,"Barricks Wood Table, with Bottom Storage",361.85
