,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,postal_code,region_id
199,AE-2019-3369522,2019-11-16,2019-11-16,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,1573.0
200,AE-2019-3371820,2019-12-26,2019-12-31,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,49505.0,1488.0
201,AE-2019-340174,2019-12-23,2019-12-24,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,1826.0
202,AE-2019-3418159,2019-12-31,2020-01-04,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,3849.0
203,AE-2019-3431775,2019-11-17,2019-11-18,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,3373.0
204,AE-2019-3460710,2019-11-16,2019-11-17,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,23320.0,3688.0
205,AE-2019-350473,2019-03-25,2019-03-29,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,78577.0,1488.0
206,AE-2019-3508810,2019-02-14,2019-02-16,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,,2125.0
207,AE-2019-3533321,2019-12-05,2019-12-08,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,8879.0
208,AE-2019-3555772,2019-12-08,2019-12-13,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,1666.0
209,AE-2019-3573206,2019-01-29,2019-01-29,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,,9954.0
210,AE-2019-3593419,2019-11-25,2019-11-30,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,4207.0
211,AE-2019-3609151,2019-12-09,2019-12-12,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,,783.0
212,AE-2019-3628068,2019-11-17,2019-11-17,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,7530.0
213,AE-2019-3629278,2019-10-29,2019-11-01,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,2898.0
214,AE-2019-3640796,2019-11-25,2019-11-26,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,783.0
215,AE-2019-3685489,2019-10-21,2019-10-26,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,783.0
216,AE-2019-3701195,2019-03-05,2019-03-08,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,,6569.0
217,AE-2019-3704498,2019-12-23,2019-12-27,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,1546.0
218,AE-2019-3762281,2019-01-05,2019-01-10,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,,3104.0
219,AE-2019-3778139,2019-11-27,2019-12-02,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,1826.0
220,AE-2019-3800683,2019-12-23,2019-12-26,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,16436.0
221,AE-2019-3830,2019-12-13,2019-12-19,Standard Class,GH-4665,OFF-AVE-10000357,3.16,1,0.35,-4.97,,1573.0
222,AE-2019-3830,2019-12-13,2019-12-19,Standard Class,GH-4665,OFF-AVE-10004827,3.43,1,0.35,-3.89,,783.0
223,AE-2019-3830,2019-12-13,2019-12-19,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.35,-82.58,98115.0,4553.0
224,AE-2019-3830,2019-12-13,2019-12-19,Standard Class,GH-4665,OFF-ELD-10002297,59.37,1,0.3,-118.77,,2898.0
225,AE-2019-3830,2019-12-13,2019-12-19,Standard Class,GH-4665,OFF-ROG-10003993,42.49,1,0.3,-62.33,,1573.0
226,AE-2019-3830,2019-12-13,2019-12-19,Standard Class,GH-4665,TEC-MOT-10001535,95.8,4,0.35,-156.56,,2570.0
227,AE-2019-3839151,2019-10-31,2019-11-03,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,3104.0
228,AE-2019-3865057,2019-12-04,2019-12-05,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,26965.0
229,AE-2019-3959747,2019-11-19,2019-11-19,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,85234.0,4553.0
230,AE-2019-3960014,2019-11-14,2019-11-17,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,,4792.0
231,AE-2019-3991414,2019-12-30,2020-01-02,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,6093.0
232,AE-2019-4016062,2019-12-08,2019-12-09,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,92804.0,4553.0
233,AE-2019-4050532,2019-11-13,2019-11-14,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,2125.0
234,AE-2019-4073208,2019-01-13,2019-01-18,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,52402.0,1488.0
235,AE-2019-4089814,2019-11-15,2019-11-16,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,69959.0
236,AE-2019-4100959,2019-01-17,2019-01-19,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,,1784.0
237,AE-2019-4107312,2019-10-06,2019-10-10,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,1784.0
238,AE-2019-4114638,2019-12-01,2019-12-02,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,12699.0
239,AE-2019-4118781,2019-12-22,2019-12-26,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,2898.0
240,AE-2019-4120,2019-03-07,2019-03-11,Standard Class,JD-5790,OFF-HON-10004621,6.43,2,0.25,-11.57,,4792.0
241,AE-2019-4135578,2019-03-22,2019-03-23,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,78745.0,1488.0
242,AE-2019-4220600,2019-03-24,2019-03-26,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,77095.0,1488.0
243,AE-2019-4244209,2019-12-18,2019-12-20,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,47201.0,1488.0
244,AE-2019-4297973,2019-12-02,2019-12-03,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,783.0
245,AE-2019-4299551,2019-01-28,2019-01-30,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,,3104.0
246,AE-2019-4305836,2019-11-27,2019-12-02,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,2125.0
247,AE-2019-4389709,2019-11-23,2019-11-28,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,783.0
248,AE-2019-447833,2019-12-26,2019-12-26,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,75023.0,1488.0
249,AE-2019-4481717,2019-12-07,2019-12-10,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,1826.0
250,AE-2019-4500246,2019-12-11,2019-12-16,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,3539.0
251,AE-2019-4509846,2019-01-24,2019-01-26,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,,3998.0
252,AE-2019-4563710,2019-12-09,2019-12-14,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,783.0
253,AE-2019-4576914,2019-12-04,2019-12-06,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,3104.0
254,AE-2019-4578320,2019-12-09,2019-12-11,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,2570.0
255,AE-2019-4579873,2019-12-19,2019-12-20,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,2125.0
256,AE-2019-4616829,2019-12-20,2019-12-24,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,21044.0,5636.0
257,AE-2019-463745,2019-12-10,2019-12-11,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,783.0
258,AE-2019-463749,2019-12-22,2019-12-25,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,80219.0,4553.0
259,AE-2019-4647742,2019-11-27,2019-12-01,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,5003.0
260,AE-2019-4698542,2019-11-24,2019-11-27,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,783.0
261,AE-2019-4733938,2019-11-28,2019-12-02,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,90049.0,4553.0
262,AE-2019-4747962,2019-12-08,2019-12-13,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,3031.0
263,AE-2019-476810,2019-11-23,2019-11-25,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,3373.0
264,AE-2019-4809975,2019-12-04,2019-12-05,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,783.0
265,AE-2019-4820474,2019-10-24,2019-10-25,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,3080.0
266,AE-2019-4844787,2019-11-17,2019-11-17,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,1826.0
267,AE-2019-4876273,2019-03-11,2019-03-11,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,,2898.0
268,AE-2019-4887745,2019-12-14,2019-12-16,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,3722.0
269,AE-2019-4900864,2019-01-08,2019-01-11,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,,1410.0
270,AE-2019-4969222,2019-12-31,2020-01-02,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,3080.0
271,AE-2019-4984367,2019-12-10,2019-12-11,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,48310.0,1488.0
272,AE-2019-4999512,2019-03-11,2019-03-12,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,98115.0,4553.0
273,AE-2019-5010228,2019-12-31,2020-01-02,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,,2125.0
274,AE-2019-5025047,2019-11-30,2019-12-01,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,,2898.0
275,AE-2019-5042610,2019-11-21,2019-11-25,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,94122.0,4553.0
276,AE-2019-5044649,2019-10-22,2019-10-23,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,16676.0
277,AE-2019-5068289,2019-12-02,2019-12-03,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,2570.0
278,AE-2019-5077525,2019-12-06,2019-12-08,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,53209.0,1488.0
279,AE-2019-5087784,2019-11-15,2019-11-17,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,1826.0
280,AE-2019-5127480,2019-11-15,2019-11-18,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,90503.0,4553.0
281,AE-2019-5154420,2019-01-07,2019-01-07,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,,4364.0
282,AE-2019-5154567,2019-11-27,2019-11-27,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,783.0
283,AE-2019-5171656,2019-12-03,2019-12-06,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,3539.0
284,AE-2019-5186694,2019-11-17,2019-11-18,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,36116.0,3688.0
285,AE-2019-5196817,2019-12-25,2019-12-28,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,3104.0
286,AE-2019-5199262,2019-12-17,2019-12-19,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,6093.0
287,AE-2019-5200266,2019-01-25,2019-01-27,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,10035.0,5636.0
288,AE-2019-5201228,2019-11-15,2019-11-16,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,7494.0
289,AE-2019-5210754,2019-12-27,2019-12-29,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,1784.0
290,AE-2019-5248734,2019-12-05,2019-12-10,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,19250.0
291,AE-2019-5319227,2019-12-22,2019-12-24,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,2898.0
292,AE-2019-5321221,2019-12-30,2020-01-02,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,19143.0,5636.0
293,AE-2019-5337191,2019-11-16,2019-11-19,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,4792.0
294,AE-2019-5340145,2019-12-04,2019-12-05,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,2898.0
295,AE-2019-5351828,2019-11-19,2019-11-21,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,52302.0,1488.0
296,AE-2019-5353001,2019-12-05,2019-12-09,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,4364.0
297,AE-2019-5376247,2019-01-09,2019-01-11,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,,2898.0
298,AE-2019-5393654,2019-12-29,2020-01-01,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,92503.0,4553.0
299,AE-2019-5441235,2019-12-19,2019-12-23,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,2125.0
300,AE-2019-5441942,2019-12-10,2019-12-10,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,2898.0
301,AE-2019-5460820,2019-01-26,2019-01-29,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,98006.0,4553.0
302,AE-2019-5469330,2019-12-21,2019-12-21,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,92345.0,4553.0
303,AE-2019-5475009,2019-12-19,2019-12-21,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,1864.0
304,AE-2019-5475057,2019-12-18,2019-12-20,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,19143.0,5636.0
305,AE-2019-5485351,2019-11-29,2019-11-29,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,28459.0
306,AE-2019-5539899,2019-11-08,2019-11-13,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,7530.0
307,AE-2019-555764,2019-11-17,2019-11-18,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,6093.0
308,AE-2019-5570711,2019-11-21,2019-11-22,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,33021.0,3688.0
309,AE-2019-5576110,2019-11-23,2019-11-24,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,,6017.0
310,AE-2019-5594279,2019-12-06,2019-12-08,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,3219.0
311,AE-2019-5624576,2019-03-06,2019-03-10,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,,783.0
312,AE-2019-562659,2019-10-07,2019-10-11,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,13554.0
313,AE-2019-565656,2019-12-04,2019-12-06,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,2570.0
314,AE-2019-5715848,2019-11-30,2019-11-30,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,7960.0,5636.0
315,AE-2019-5726820,2019-11-27,2019-11-30,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,2941.0
316,AE-2019-5734437,2019-11-29,2019-12-01,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,3104.0
317,AE-2019-5740368,2019-12-30,2020-01-01,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,60174.0,1488.0
318,AE-2019-574628,2019-01-18,2019-01-22,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,,2125.0
319,AE-2019-5765422,2019-11-23,2019-11-23,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,93309.0,4553.0
320,AE-2019-5833349,2019-01-03,2019-01-06,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,19143.0,5636.0
321,AE-2019-5876825,2019-12-12,2019-12-16,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,85204.0,4553.0
322,AE-2019-5889258,2019-11-08,2019-11-08,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,1546.0
323,AE-2019-5893043,2019-12-26,2019-12-31,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,,6093.0
324,AE-2019-5897638,2019-12-09,2019-12-11,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,4792.0
325,AE-2019-5903680,2019-11-13,2019-11-15,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,4792.0
326,AE-2019-5905094,2019-12-20,2019-12-20,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,6264.0
327,AE-2019-5941050,2019-11-27,2019-11-30,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,62301.0,1488.0
328,AE-2019-5942866,2019-12-02,2019-12-05,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,43229.0,5636.0
329,AE-2019-5968699,2019-12-30,2020-01-01,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,4792.0
330,AE-2019-5972038,2019-12-09,2019-12-10,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,98115.0,4553.0
331,AE-2019-5981960,2019-11-03,2019-11-03,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,23428.0
332,AE-2019-5992090,2019-11-29,2019-12-02,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,15598.0
333,AE-2019-626754,2019-02-19,2019-02-23,Same Day,JD-5790,OFF-HON-10004621,6.43,2,0.3,0.24,,69959.0
334,AE-2019-633725,2019-12-28,2020-01-02,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,77803.0,1488.0
335,AE-2019-634845,2019-11-20,2019-11-23,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,1826.0
336,AE-2019-637162,2019-12-04,2019-12-09,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,,23428.0
337,AE-2019-637642,2019-12-23,2019-12-25,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,3080.0
338,AE-2019-650195,2019-01-07,2019-01-10,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,,16676.0
339,AE-2019-65821,2019-12-04,2019-12-04,Second Class,PG-8820,OFF-ROG-10001340,42.48,1,0.35,0.28,,3104.0
340,AE-2019-682854,2019-01-28,2019-01-30,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,,2941.0
341,AE-2019-702359,2019-01-21,2019-01-21,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,19143.0,5636.0
342,AE-2019-741739,2019-12-02,2019-12-05,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,6093.0
343,AE-2019-792708,2019-12-02,2019-12-07,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.35,0.28,,1864.0
344,AE-2019-824173,2019-11-24,2019-11-27,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,3104.0
345,AE-2019-837857,2019-01-18,2019-01-19,Same Day,MY-7380,OFF-STI-10000114,16.67,2,0.35,0.28,,1826.0
346,AE-2019-857129,2019-12-20,2019-12-23,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,6017.0
347,AE-2019-865109,2019-12-11,2019-12-13,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.4,0.33,,3210.0
348,AE-2019-872792,2019-01-29,2019-01-29,Second Class,MY-7380,OFF-TEN-10002817,6.97,1,0.35,0.28,,4717.0
349,AE-2019-887765,2019-11-25,2019-11-25,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,19848.0
350,AE-2019-893535,2019-11-15,2019-11-18,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,783.0
351,AE-2019-92306,2019-11-28,2019-11-28,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,,19848.0
352,AE-2019-948131,2019-11-27,2019-11-30,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.4,0.33,,2898.0
353,AE-2019-957291,2019-12-05,2019-12-09,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.35,0.28,,1410.0
354,AE-2019-987989,2019-11-25,2019-11-27,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.4,0.33,90049.0,4553.0
355,AE-2019-994169,2019-11-14,2019-11-16,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.4,0.33,10035.0,5636.0
356,AE-2020-1059291,2020-01-06,2020-01-07,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,98115.0,4553.0
357,AE-2020-1253348,2020-01-05,2020-01-08,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,1573.0
358,AE-2020-1545977,2020-01-09,2020-01-12,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.42,0.33,,4792.0
359,AE-2020-1643694,2020-01-03,2020-01-06,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,3539.0
360,AE-2020-1988033,2020-01-06,2020-01-10,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,11320.0
361,AE-2020-2081000,2020-01-01,2020-01-04,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,43615.0,5636.0
362,AE-2020-2114101,2020-01-07,2020-01-12,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,6017.0
363,AE-2020-2267087,2020-01-04,2020-01-09,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.42,0.33,,783.0
364,AE-2020-229918,2020-01-09,2020-01-10,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,,6093.0
365,AE-2020-247838,2020-01-11,2020-01-15,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.42,0.33,,84378.0
366,AE-2020-2569043,2020-01-04,2020-01-04,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,,4792.0
367,AE-2020-2641304,2020-01-08,2020-01-11,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.37,0.28,72209.0,3688.0
368,AE-2020-2913000,2020-01-10,2020-01-15,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.42,0.33,,4364.0
369,AE-2020-2919374,2020-01-12,2020-01-15,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,28314.0,3688.0
370,AE-2020-300486,2020-01-10,2020-01-12,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.42,0.33,,2898.0
371,AE-2020-3300379,2020-01-09,2020-01-09,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,1864.0
372,AE-2020-3631482,2020-01-12,2020-01-16,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.42,0.33,,28804.0
373,AE-2020-3683623,2020-01-06,2020-01-10,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.42,0.33,10035.0,5636.0
374,AE-2020-3745247,2020-01-11,2020-01-12,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.42,0.33,,2570.0
375,AE-2020-3820594,2020-01-04,2020-01-07,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,,2570.0
376,AE-2020-4021673,2020-01-09,2020-01-11,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,,9954.0
377,AE-2020-4025634,2020-01-05,2020-01-06,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.42,0.33,,4792.0
378,AE-2020-4054319,2020-01-01,2020-01-01,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.42,0.33,,4011.0
379,AE-2020-4272749,2020-01-10,2020-01-14,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.42,0.33,,3752.0
380,AE-2020-4317368,2020-01-10,2020-01-15,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,1246.0
381,AE-2020-4401633,2020-01-07,2020-01-12,Second Class,GH-4665,OFF-AVE-10000357,3.16,1,0.42,0.33,,3210.0
382,AE-2020-4615012,2020-01-04,2020-01-05,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,48237.0,1488.0
383,AE-2020-4676247,2020-01-12,2020-01-14,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,48234.0,1488.0
384,AE-2020-4801215,2020-01-07,2020-01-08,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.42,0.33,,16436.0
385,AE-2020-4850045,2020-01-10,2020-01-10,Standard Class,GH-4665,OFF-BIC-10002270,77.26,8,0.42,0.33,,3080.0
386,AE-2020-4873526,2020-01-08,2020-01-09,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.37,0.28,,1573.0
387,AE-2020-4988945,2020-01-08,2020-01-13,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,13836.0
388,AE-2020-4991182,2020-01-05,2020-01-10,Second Class,GH-4665,OFF-AVE-10004827,3.43,1,0.42,0.33,,1546.0
389,AE-2020-529973,2020-01-09,2020-01-11,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.37,0.28,,1573.0
390,AE-2020-5793374,2020-01-10,2020-01-12,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,,7530.0
391,AE-2020-596488,2020-01-04,2020-01-07,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.37,0.28,,3722.0
392,AE-2020-5983227,2020-01-01,2020-01-01,Second Class,GH-4665,TEC-MOT-10001535,95.8,4,0.42,0.33,,4463.0
393,AE-2020-651230,2020-01-04,2020-01-08,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,3104.0
394,AE-2020-906346,2020-01-11,2020-01-15,Second Class,GH-4665,OFF-ROG-10003993,42.49,1,0.37,0.28,,12699.0
395,AE-2020-911561,2020-01-12,2020-01-15,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.37,0.28,,3031.0
396,AE-2020-993095,2020-01-06,2020-01-09,Second Class,GH-4665,OFF-ELD-10002297,59.37,1,0.37,0.28,60653.0,1488.0
397,AG-2016-1006013,2016-12-13,2016-12-17,Standard Class,RB-9570,OFF-KIT-10002357,199.2,2,0.3,0.3,,2570.0
398,AG-2016-1070,2016-01-10,2016-01-15,Second Class,TH-11235,OFF-HOO-10001783,308.64,1,0.3,61.71,,2570.0
